,Transaction_ID,Date,Product,Quantity,Price,Total_Sales
36,37,2025-02-20,Product_31,9,161.98,1457.84
37,38,2025-12-30,Product_5,7,158.69,1110.82
38,39,2025-02-24,Product_19,4,171.36,685.44
39,40,2025-09-01,Product_34,20,165.42,3308.4
40,41,2025-11-16,Product_10,18,68.37,1230.71
41,42,2025-05-11,Product_25,4,155.02,620.1
42,43,2025-11-03,Product_2,13,167.25,2174.21
43,44,2025-05-15,Product_11,1,106.86,106.86
44,45,2025-01-21,Product_50,3,117.05,351.16
45,46,2025-11-25,Product_31,16,165.65,2650.46
46,47,2025-06-16,Product_15,4,124.2,496.8
47,48,2025-10-01,Product_9,16,42.87,685.87
48,49,2025-03-30,Product_23,19,116.55,2214.45
49,50,2025-11-12,Product_19,1,168.11,168.11
50,51,2025-01-14,Product_9,5,44.75,223.74
51,52,2025-08-30,Product_35,19,132.26,2513.02
52,53,2025-09-22,Product_21,11,30.11,331.16
53,54,2025-12-12,Product_9,13,46.92,609.92
54,55,2025-02-22,Product_28,20,156.9,3137.94
55,56,2025-12-06,Product_46,5,82.22,411.12
56,57,2025-04-02,Product_7,4,76.36,305.46
57,58,2025-09-21,Product_16,4,92.17,368.68
58,59,2025-02-04,Product_16,4,97.76,391.03
59,60,2025-07-25,Product_33,4,128.21,512.86
60,61,2025-03-22,Product_4,20,140.35,2807.1
61,62,2025-02-19,Product_4,18,129.23,2326.16
62,63,2025-12-26,Product_39,18,161.65,2909.68
63,64,2025-01-02,Product_40,16,46.95,751.25
64,65,2025-02-23,Product_17,9,180.99,1628.91
65,66,2025-04-16,Product_37,18,143.88,2589.89
66,67,2025-09-17,Product_39,2,166.28,332.55
67,68,2025-11-06,Product_29,4,125.56,502.24
68,69,2025-07-10,Product_36,12,130.41,1564.92
69,70,2025-08-06,Product_38,7,82.04,574.24
70,71,2025-02-13,Product_39,15,156.71,2350.62
71,72,2025-06-11,Product_50,7,118.59,830.15
72,73,2025-07-21,Product_37,17,150.33,2555.56
73,74,2025-09-27,Product_35,16,132.21,2115.36
74,75,2025-12-17,Product_7,19,80.22,1524.12
75,76,2025-10-31,Product_27,9,114.29,1028.62
76,77,2025-09-28,Product_28,14,159.86,2238.01
77,78,2025-08-03,Product_22,17,146.72,2494.21
78,79,2025-09-09,Product_14,5,161.24,806.18
79,80,2025-07-09,Product_7,2,79.88,159.77
80,81,2025-10-23,Product_37,20,146.67,2933.46
81,82,2025-08-01,Product_22,16,138.75,2220.05
82,83,2025-07-27,Product_5,14,151.02,2114.28
83,84,2025-08-25,Product_2,14,183.14,2563.97
84,85,2025-12-04,Product_27,1,120.89,120.89
85,86,2025-02-22,Product_21,3,26.05,78.14
86,87,2025-10-07,Product_38,7,93.43,654.0
87,88,2025-08-05,Product_15,15,136.37,2045.52
88,89,2025-09-09,Product_21,19,28.32,538.14
89,90,2025-07-07,Product_10,20,71.3,1425.96
90,91,2025-02-10,Product_23,2,132.26,264.53
91,92,2025-06-06,Product_39,19,167.16,3175.98
92,93,2025-01-15,Product_5,9,165.85,1492.67
93,94,2025-10-28,Product_1,19,99.33,1887.33
94,95,2025-03-06,Product_13,5,12.06,60.3
95,96,2025-12-11,Product_21,18,28.34,510.14
96,97,2025-11-23,Product_26,16,135.09,2161.44
97,98,2025-01-09,Product_50,4,117.74,470.95
98,99,2025-12-10,Product_45,12,160.92,1931.04
99,100,2025-05-09,Product_21,7,30.39,212.75
100,101,2025-05-16,Product_18,14,86.27,1207.84
101,102,2025-03-04,Product_37,12,147.56,1770.77
102,103,2025-05-19,Product_45,3,157.8,473.39
103,104,2025-03-22,Product_32,5,46.28,231.39
104,105,2025-06-12,Product_36,17,120.56,2049.59
105,106,2025-10-16,Product_17,10,169.05,1690.47
106,107,2025-09-18,Product_35,10,140.39,1403.91
107,108,2025-08-19,Product_49,11,78.06,858.63
108,109,2025-02-10,Product_11,17,105.9,1800.35
109,110,2025-01-28,Product_21,5,26.23,131.13
110,111,2025-05-15,Product_26,13,148.82,1934.6
111,112,2025-07-20,Product_4,10,146.54,1465.38
112,113,2025-11-24,Product_34,9,166.36,1497.2
113,114,2025-09-25,Product_48,17,12.34,209.76
114,115,2025-02-02,Product_18,1,89.58,89.58
115,116,2025-02-17,Product_40,4,47.32,189.29
116,117,2025-03-03,Product_35,4,145.68,582.73
117,118,2025-08-04,Product_41,18,32.63,587.41
118,119,2025-10-20,Product_29,9,128.45,1156.03
119,120,2025-04-09,Product_29,18,111.85,2013.34
120,121,2025-06-21,Product_38,14,87.92,1230.89
121,122,2025-12-26,Product_42,15,58.64,879.66
122,123,2025-08-02,Product_21,6,27.42,164.54
123,124,2025-02-04,Product_42,10,55.72,557.19
124,125,2025-08-15,Product_13,15,13.97,209.52
125,126,2025-04-11,Product_49,4,85.26,341.03
126,127,2025-05-11,Product_41,18,32.93,592.76
127,128,2025-09-14,Product_17,18,165.39,2977.07
128,129,2025-01-05,Product_9,17,39.56,672.59
129,130,2025-08-06,Product_41,12,28.2,338.36
130,131,2025-09-12,Product_1,7,102.79,719.52
131,132,2025-12-25,Product_2,16,160.44,2567.09
132,133,2025-10-10,Product_48,11,10.2,112.17
133,134,2025-07-26,Product_29,14,134.47,1882.57
134,135,2025-01-15,Product_33,3,136.61,409.83
135,136,2025-12-12,Product_10,19,62.52,1187.94
136,137,2025-02-11,Product_50,18,110.97,1997.46
137,138,2025-06-28,Product_40,10,43.89,438.93
138,139,2025-03-04,Product_21,6,25.72,154.33
139,140,2025-12-18,Product_28,13,169.24,2200.18
140,141,2025-08-19,Product_11,10,100.74,1007.37
141,142,2025-08-29,Product_34,18,156.63,2819.29
142,143,2025-02-21,Product_8,20,134.85,2696.94
143,144,2025-04-06,Product_22,16,127.74,2043.79
144,145,2025-08-10,Product_8,6,141.68,850.07
145,146,2025-08-19,Product_49,13,82.75,1075.7
146,147,2025-08-25,Product_15,4,132.63,530.53
147,148,2025-05-23,Product_17,14,156.38,2189.25
148,149,2025-06-20,Product_23,1,127.06,127.06
149,150,2025-01-29,Product_24,20,143.15,2862.9
150,151,2025-02-05,Product_45,5,160.33,801.63
151,152,2025-01-13,Product_19,8,172.39,1379.09
152,153,2025-06-09,Product_5,12,153.96,1847.56
153,154,2025-11-23,Product_32,2,48.06,96.12
154,155,2025-07-06,Product_44,12,98.86,1186.38
155,156,2025-08-31,Product_1,5,106.14,530.68
156,157,2025-03-27,Product_23,5,123.67,618.34
157,158,2025-10-11,Product_37,13,137.54,1787.99
158,159,2025-03-07,Product_8,9,147.82,1330.34
159,160,2025-06-19,Product_13,10,12.69,126.9
160,161,2025-02-14,Product_8,1,149.99,149.99
161,162,2025-03-03,Product_23,3,125.19,375.57
162,163,2025-05-14,Product_43,18,108.87,1959.71
163,164,2025-10-11,Product_1,12,113.9,1366.85
164,165,2025-01-28,Product_45,3,145.22,435.65
165,166,2025-04-18,Product_24,9,151.45,1363.07
166,167,2025-02-13,Product_35,2,123.6,247.19
167,168,2025-12-06,Product_24,3,153.18,459.54
168,169,2025-10-13,Product_17,14,173.01,2422.1
169,170,2025-11-27,Product_5,4,143.94,575.75
170,171,2025-05-08,Product_20,19,99.39,1888.35
171,172,2025-12-14,Product_21,13,31.25,406.22
172,173,2025-08-19,Product_40,7,40.02,280.16
173,174,2025-07-09,Product_31,12,162.2,1946.38
174,175,2025-08-13,Product_46,3,82.05,246.16
175,176,2025-10-10,Product_36,9,136.19,1225.69
176,177,2025-05-01,Product_11,2,100.72,201.44
177,178,2025-04-26,Product_15,9,120.55,1084.91
178,179,2025-08-21,Product_19,12,160.49,1925.86
179,180,2025-09-16,Product_7,12,80.69,968.33
180,181,2025-12-25,Product_28,15,154.13,2312.01
181,182,2025-07-17,Product_43,2,108.86,217.73
182,183,2025-05-17,Product_5,18,144.14,2594.43
183,184,2025-11-14,Product_5,13,163.88,2130.45
184,185,2025-06-14,Product_30,14,71.31,998.3
185,186,2025-08-13,Product_32,5,43.86,219.28
186,187,2025-11-03,Product_8,10,136.58,1365.84
187,188,2025-08-22,Product_10,12,64.42,773.06
188,189,2025-06-21,Product_38,10,91.81,918.09
189,190,2025-06-01,Product_47,11,99.36,1092.96
190,191,2025-11-11,Product_32,2,48.25,96.5
191,192,2025-06-09,Product_48,5,12.31,61.56
192,193,2025-04-06,Product_28,7,167.47,1172.3
193,194,2025-08-21,Product_17,6,171.41,1028.48
194,195,2025-06-29,Product_31,3,171.15,513.46
195,196,2025-04-23,Product_8,13,141.8,1843.34
196,197,2025-11-14,Product_40,3,40.1,120.29
197,198,2025-02-21,Product_25,6,179.96,1079.73
198,199,2025-09-25,Product_9,11,40.28,443.02
199,200,2025-10-22,Product_2,17,180.99,3076.83
200,201,2025-04-23,Product_15,10,133.32,1333.17
201,202,2025-04-11,Product_50,12,109.39,1312.63
202,203,2025-04-23,Product_3,17,75.62,1285.51
203,204,2025-03-22,Product_49,4,85.64,342.54
204,205,2025-07-06,Product_36,2,131.22,262.44
205,206,2025-04-23,Product_4,11,130.91,1440.05
206,207,2025-01-02,Product_14,7,177.12,1239.84
207,208,2025-05-10,Product_41,2,31.38,62.77
208,209,2025-08-08,Product_41,18,30.79,554.2
209,210,2025-02-23,Product_25,4,188.05,752.18
210,211,2025-12-09,Product_50,8,124.16,993.31
211,212,2025-08-12,Product_10,20,63.4,1267.92
212,213,2025-08-13,Product_21,14,30.26,423.61
213,214,2025-05-06,Product_36,12,138.1,1657.15
214,215,2025-05-10,Product_12,18,99.34,1788.16
215,216,2025-02-22,Product_27,11,106.74,1174.14
216,217,2025-06-21,Product_40,8,41.3,330.41
217,218,2025-08-06,Product_2,2,184.45,368.89
218,219,2025-06-09,Product_13,15,13.05,195.75
219,220,2025-07-17,Product_32,9,48.06,432.54
220,221,2025-09-04,Product_31,19,174.58,3317.06
221,222,2025-11-20,Product_16,20,98.94,1978.74
222,223,2025-07-22,Product_32,8,43.45,347.62
223,224,2025-07-03,Product_32,19,45.51,864.75
224,225,2025-05-03,Product_34,5,157.68,788.4
225,226,2025-09-12,Product_11,11,100.35,1103.85
226,227,2025-10-21,Product_10,15,67.21,1008.18
227,228,2025-10-07,Product_15,8,138.17,1105.34
228,229,2025-11-21,Product_17,19,162.03,3078.51
229,230,2025-04-08,Product_40,8,44.24,353.95
230,231,2025-07-17,Product_18,19,88.96,1690.16
231,232,2025-08-28,Product_9,18,43.09,775.66
232,233,2025-05-24,Product_25,10,160.3,1602.99
233,234,2025-04-07,Product_40,7,43.57,304.98
234,235,2025-07-20,Product_14,9,155.44,1398.95
235,236,2025-05-04,Product_25,1,186.89,186.89
236,237,2025-07-06,Product_50,19,109.58,2082.1
237,238,2025-11-22,Product_22,5,138.06,690.3
238,239,2025-12-15,Product_30,19,79.26,1506.0
239,240,2025-09-16,Product_20,1,105.98,105.98
240,241,2025-05-28,Product_21,15,26.64,399.6
241,242,2025-09-09,Product_44,16,88.88,1422.14
242,243,2025-12-12,Product_32,7,42.34,296.35
243,244,2025-05-27,Product_46,12,72.79,873.5
244,245,2025-05-28,Product_49,8,74.44,595.51
245,246,2025-12-18,Product_21,5,29.29,146.43
246,247,2025-07-18,Product_35,10,126.54,1265.4
247,248,2025-11-04,Product_32,5,42.44,212.22
248,249,2025-05-08,Product_30,17,83.93,1426.88
249,250,2025-02-08,Product_39,5,154.22,771.12
250,251,2025-12-04,Product_49,15,76.75,1151.28
251,252,2025-12-26,Product_12,13,103.15,1340.94
252,253,2025-05-09,Product_41,1,33.71,33.71
253,254,2025-09-24,Product_47,11,85.76,943.37
254,255,2025-05-31,Product_18,1,90.78,90.78
255,256,2025-10-25,Product_21,11,30.12,331.35
256,257,2025-04-09,Product_13,18,11.7,210.6
257,258,2025-09-20,Product_21,18,31.32,563.76
258,259,2025-09-09,Product_8,16,131.56,2104.99
259,260,2025-05-24,Product_46,13,71.9,934.71
260,261,2025-12-12,Product_40,7,46.67,326.72
261,262,2025-04-22,Product_46,1,81.41,81.41
262,263,2025-03-01,Product_7,16,81.29,1300.61
263,264,2025-01-02,Product_23,1,116.49,116.49
264,265,2025-10-31,Product_44,17,95.9,1630.22
265,266,2025-09-11,Product_32,6,49.58,297.49
266,267,2025-05-20,Product_11,2,98.46,196.92
267,268,2025-02-06,Product_22,17,134.51,2286.74
268,269,2025-06-09,Product_22,6,125.89,755.35
269,270,2025-01-09,Product_43,14,93.39,1307.5
270,271,2025-08-21,Product_25,18,184.59,3322.62
271,272,2025-04-09,Product_22,6,138.15,828.9
272,273,2025-05-27,Product_28,10,170.67,1706.67
273,274,2025-10-31,Product_29,18,121.54,2187.65
274,275,2025-07-27,Product_13,9,13.34,120.04
275,276,2025-05-11,Product_18,8,80.41,643.32
276,277,2025-06-01,Product_2,10,172.81,1728.09
277,278,2025-02-23,Product_29,17,116.45,1979.67
278,279,2025-04-30,Product_21,6,27.67,166.0
279,280,2025-06-10,Product_15,14,129.33,1810.62
280,281,2025-04-26,Product_27,6,124.7,748.22
281,282,2025-03-16,Product_50,7,123.7,865.94
282,283,2025-04-23,Product_31,12,150.79,1809.43
283,284,2025-04-14,Product_15,3,116.46,349.38
284,285,2025-12-06,Product_23,14,115.74,1620.36
285,286,2025-09-11,Product_24,19,142.95,2715.99
286,287,2025-08-15,Product_44,16,101.41,1622.59
287,288,2025-04-22,Product_13,7,13.91,97.4
288,289,2025-04-09,Product_22,8,126.24,1009.94
289,290,2025-06-02,Product_43,18,100.35,1806.3
290,291,2025-12-15,Product_37,13,136.9,1779.69
291,292,2025-12-04,Product_33,9,135.3,1217.67
292,293,2025-07-13,Product_3,10,80.87,808.74
293,294,2025-11-06,Product_19,9,183.27,1649.4
294,295,2025-06-12,Product_23,15,129.04,1935.63
295,296,2025-07-27,Product_29,20,114.62,2292.3
296,297,2025-06-18,Product_30,2,83.51,167.02
297,298,2025-06-10,Product_39,13,146.54,1904.99
298,299,2025-03-09,Product_44,2,100.13,200.27
299,300,2025-10-16,Product_47,19,90.28,1715.3
300,301,2025-10-04,Product_25,2,172.17,344.34
301,302,2025-10-31,Product_37,3,148.81,446.42
302,303,2025-05-15,Product_47,6,98.98,593.89
303,304,2025-07-14,Product_8,3,146.63,439.88
304,305,2025-05-08,Product_42,10,57.94,579.42
305,306,2025-02-02,Product_16,6,98.2,589.19
306,307,2025-06-25,Product_8,16,138.22,2211.55
307,308,2025-01-22,Product_1,17,114.7,1949.83
308,309,2025-08-26,Product_44,19,94.44,1794.3
309,310,2025-06-07,Product_5,3,172.88,518.64
310,311,2025-02-07,Product_3,18,86.83,1562.98
311,312,2025-08-18,Product_1,7,111.96,783.72
312,313,2025-12-31,Product_4,9,131.82,1186.41
313,314,2025-02-20,Product_40,20,40.56,811.26
314,315,2025-09-21,Product_35,12,143.57,1722.82
315,316,2025-10-10,Product_32,5,43.8,219.02
316,317,2025-01-27,Product_42,3,61.92,185.76
317,318,2025-08-14,Product_34,11,159.45,1753.98
318,319,2025-10-04,Product_43,4,98.04,392.15
319,320,2025-10-13,Product_25,5,185.54,927.72
320,321,2025-04-07,Product_10,1,66.37,66.37
321,322,2025-10-11,Product_21,18,28.98,521.64
322,323,2025-11-13,Product_46,12,79.1,949.21
323,324,2025-10-31,Product_39,13,154.4,2007.25
324,325,2025-05-27,Product_27,9,120.02,1080.22
325,326,2025-01-04,Product_27,2,107.93,215.86
326,327,2025-02-04,Product_2,5,193.24,966.2
327,328,2025-07-11,Product_41,13,33.21,431.73
328,329,2025-02-18,Product_48,16,10.92,174.67
329,330,2025-01-17,Product_13,16,13.37,213.98
330,331,2025-06-21,Product_9,3,44.47,133.41
331,332,2025-08-08,Product_36,4,124.07,496.3
332,333,2025-06-07,Product_22,11,153.44,1687.85
333,334,2025-02-15,Product_42,14,52.34,732.69
334,335,2025-01-06,Product_26,3,134.77,404.3
335,336,2025-04-09,Product_12,16,107.83,1725.26
336,337,2025-08-21,Product_17,15,169.31,2539.62
337,338,2025-02-06,Product_14,10,173.65,1736.46
338,339,2025-10-07,Product_14,9,179.2,1612.79
339,340,2025-12-15,Product_34,11,163.69,1800.61
340,341,2025-10-29,Product_20,16,98.54,1576.66
341,342,2025-06-30,Product_11,10,93.33,933.3
342,343,2025-04-05,Product_16,17,91.45,1554.63
343,344,2025-04-09,Product_31,19,151.84,2884.94
344,345,2025-07-07,Product_6,2,119.23,238.46
345,346,2025-04-26,Product_19,2,178.58,357.16
346,347,2025-07-10,Product_37,6,129.43,776.57
347,348,2025-09-10,Product_4,19,132.23,2512.33
348,349,2025-06-10,Product_47,8,86.99,695.95
349,350,2025-09-13,Product_4,3,150.28,450.85
350,351,2025-11-19,Product_20,14,105.19,1472.69
351,352,2025-05-08,Product_10,16,66.44,1063.01
352,353,2025-01-18,Product_24,1,153.17,153.17
353,354,2025-10-08,Product_35,3,141.71,425.14
354,355,2025-08-11,Product_26,18,144.33,2597.99
355,356,2025-02-23,Product_37,9,124.11,1116.99
356,357,2025-02-27,Product_38,6,93.35,560.09
357,358,2025-11-19,Product_21,1,29.7,29.7
358,359,2025-12-26,Product_40,10,44.79,447.93
359,360,2025-06-23,Product_39,6,166.73,1000.4
360,361,2025-10-07,Product_21,12,28.62,343.44
361,362,2025-04-24,Product_10,4,67.66,270.65
362,363,2025-10-15,Product_38,13,96.23,1250.96
363,364,2025-12-08,Product_46,17,76.24,1296.06
364,365,2025-05-31,Product_4,8,143.65,1149.19
365,366,2025-05-07,Product_45,20,148.6,2971.98
366,367,2025-06-04,Product_20,3,99.97,299.92
367,368,2025-09-30,Product_17,12,177.43,2129.11
368,369,2025-04-14,Product_7,7,72.21,505.45
369,370,2025-10-26,Product_4,12,141.96,1703.48
370,371,2025-09-03,Product_29,2,117.34,234.68
371,372,2025-06-25,Product_14,14,176.42,2469.85
372,373,2025-02-08,Product_3,5,79.42,397.08
373,374,2025-06-19,Product_24,9,148.9,1340.14
374,375,2025-09-04,Product_37,11,127.33,1400.65
375,376,2025-01-26,Product_16,5,96.14,480.69
376,377,2025-12-21,Product_4,3,131.8,395.42
377,378,2025-11-02,Product_24,17,151.15,2569.48
378,379,2025-01-13,Product_34,2,173.43,346.86
379,380,2025-11-12,Product_30,1,86.61,86.61
380,381,2025-11-09,Product_18,7,89.06,623.45
381,382,2025-02-05,Product_19,14,185.62,2598.62
382,383,2025-06-22,Product_31,5,151.31,756.54
383,384,2025-01-20,Product_19,19,170.86,3246.26
384,385,2025-11-17,Product_49,11,78.53,863.78
385,386,2025-09-21,Product_46,2,82.46,164.92
386,387,2025-05-22,Product_19,8,191.31,1530.5
387,388,2025-05-23,Product_22,9,131.09,1179.85
388,389,2025-04-02,Product_24,3,153.11,459.32
389,390,2025-12-20,Product_45,2,155.17,310.34
390,391,2025-11-18,Product_12,7,109.77,768.41
391,392,2025-10-15,Product_30,5,74.06,370.3
392,393,2025-08-03,Product_38,5,80.66,403.29
393,394,2025-12-08,Product_31,20,162.64,3252.78
394,395,2025-02-20,Product_36,13,132.12,1717.56
395,396,2025-06-02,Product_19,20,166.44,3328.74
396,397,2025-07-05,Product_48,6,11.41,68.47
397,398,2025-03-04,Product_45,20,159.97,3199.32
398,399,2025-07-09,Product_36,18,136.83,2462.89
399,400,2025-05-05,Product_30,2,85.52,171.04
400,401,2025-05-30,Product_49,6,76.94,461.65
401,402,2025-11-10,Product_33,9,126.43,1137.89
402,403,2025-02-27,Product_18,3,88.28,264.84
403,404,2025-12-08,Product_49,1,77.98,77.98
404,405,2025-11-01,Product_28,1,142.77,142.77
405,406,2025-06-29,Product_47,19,87.83,1668.79
406,407,2025-06-19,Product_11,5,100.82,504.09
407,408,2025-11-22,Product_45,13,143.13,1860.65
408,409,2025-09-28,Product_33,19,126.8,2409.22
409,410,2025-02-23,Product_17,12,161.61,1939.36
410,411,2025-04-11,Product_6,16,113.63,1818.14
411,412,2025-09-21,Product_4,19,141.7,2692.22
412,413,2025-02-22,Product_20,3,98.48,295.43
413,414,2025-03-01,Product_48,12,11.63,139.54
414,415,2025-04-18,Product_47,5,86.18,430.88
415,416,2025-01-05,Product_27,2,108.9,217.8
416,417,2025-04-13,Product_15,7,131.18,918.29
417,418,2025-07-15,Product_6,13,127.6,1658.83
418,419,2025-09-19,Product_47,15,91.94,1379.02
419,420,2025-12-31,Product_14,3,165.51,496.53
420,421,2025-12-16,Product_11,20,110.94,2218.86
421,422,2025-02-16,Product_39,5,153.4,767.02
422,423,2025-12-21,Product_9,8,43.43,347.47
423,424,2025-11-07,Product_26,1,146.83,146.83
424,425,2025-11-04,Product_16,8,94.57,756.58
425,426,2025-05-24,Product_5,18,153.18,2757.24
426,427,2025-09-26,Product_10,20,64.18,1283.58
427,428,2025-05-04,Product_50,16,126.82,2029.1
428,429,2025-04-16,Product_3,18,76.37,1374.73
429,430,2025-06-07,Product_13,20,11.87,237.42
430,431,2025-05-27,Product_43,12,96.16,1153.98
431,432,2025-05-25,Product_49,13,84.59,1099.68
432,433,2025-04-30,Product_30,13,72.32,940.1
433,434,2025-11-15,Product_45,10,164.01,1640.07
434,435,2025-10-02,Product_6,7,126.14,882.94
435,436,2025-04-02,Product_17,14,184.91,2588.8
436,437,2025-02-27,Product_45,16,162.43,2598.91
437,438,2025-12-12,Product_19,15,174.99,2624.8
438,439,2025-08-17,Product_42,12,54.33,652.0
439,440,2025-04-27,Product_35,9,125.07,1125.66
440,441,2025-11-14,Product_46,8,74.11,592.92
441,442,2025-10-06,Product_26,18,147.74,2659.23
442,443,2025-05-07,Product_5,18,150.85,2715.28
443,444,2025-05-09,Product_29,13,120.19,1562.42
444,445,2025-02-27,Product_37,18,136.29,2453.17
445,446,2025-05-02,Product_20,15,104.58,1568.7
446,447,2025-01-01,Product_49,4,74.15,296.6
447,448,2025-08-27,Product_21,17,25.71,437.12
448,449,2025-10-17,Product_10,5,59.29,296.46
449,450,2025-04-06,Product_5,16,170.81,2732.98
450,451,2025-05-06,Product_36,9,132.02,1188.19
451,452,2025-04-28,Product_6,10,119.43,1194.3
452,453,2025-02-17,Product_26,18,132.62,2387.23
453,454,2025-03-30,Product_4,17,132.24,2248.03
454,455,2025-08-25,Product_39,18,146.28,2632.99
455,456,2025-09-29,Product_39,7,172.48,1207.33
456,457,2025-07-08,Product_50,4,126.58,506.3
457,458,2025-07-11,Product_35,5,133.05,665.24
458,459,2025-03-10,Product_1,16,114.59,1833.41
459,460,2025-10-05,Product_24,3,134.11,402.33
460,461,2025-12-15,Product_36,18,133.8,2408.45
461,462,2025-09-04,Product_6,14,134.02,1876.27
462,463,2025-03-17,Product_41,15,29.9,448.47
463,464,2025-06-03,Product_46,17,82.21,1397.5
464,465,2025-05-24,Product_44,1,92.36,92.36
465,466,2025-03-27,Product_31,17,153.99,2617.83
466,467,2025-07-04,Product_20,11,89.01,979.11
467,468,2025-10-12,Product_24,17,139.49,2371.35
468,469,2025-08-08,Product_25,14,179.59,2514.2
469,470,2025-03-10,Product_36,20,139.53,2790.54
470,471,2025-02-16,Product_21,19,29.13,553.53
471,472,2025-04-04,Product_30,7,84.51,591.57
472,473,2025-08-26,Product_24,13,150.29,1953.78
473,474,2025-07-23,Product_44,18,90.02,1620.32
474,475,2025-08-06,Product_42,14,57.65,807.16
475,476,2025-12-07,Product_30,1,72.76,72.76
476,477,2025-02-08,Product_22,7,144.87,1014.11
477,478,2025-04-10,Product_28,8,169.6,1356.84
478,479,2025-10-16,Product_7,18,73.66,1325.97
479,480,2025-09-11,Product_35,9,140.33,1262.95
480,481,2025-08-10,Product_28,1,159.71,159.71
481,482,2025-12-23,Product_14,17,173.47,2948.92
482,483,2025-01-23,Product_10,19,63.59,1208.12
483,484,2025-09-07,Product_16,6,91.05,546.32
484,485,2025-01-10,Product_16,3,85.24,255.72
485,486,2025-09-03,Product_31,5,151.39,756.94
486,487,2025-11-21,Product_42,2,52.22,104.44
487,488,2025-04-10,Product_25,20,174.49,3489.84
488,489,2025-10-17,Product_13,4,11.78,47.12
489,490,2025-06-29,Product_6,10,134.44,1344.42
490,491,2025-08-11,Product_44,10,96.75,967.5
491,492,2025-09-07,Product_9,11,45.58,501.34
492,493,2025-05-27,Product_45,16,146.66,2346.62
493,494,2025-04-06,Product_36,17,129.79,2206.41
494,495,2025-09-14,Product_43,16,108.75,1739.95
495,496,2025-11-21,Product_20,7,88.54,619.79
496,497,2025-01-04,Product_18,16,79.95,1279.15
497,498,2025-01-16,Product_43,3,105.5,316.49
498,499,2025-10-07,Product_21,16,26.25,420.05
499,500,2025-12-02,Product_4,8,126.21,1009.66
500,501,2025-09-04,Product_50,12,116.45,1397.41
501,502,2025-09-15,Product_33,3,120.5,361.5
502,503,2025-06-09,Product_27,17,115.47,1962.99
503,504,2025-12-06,Product_7,18,75.08,1351.4
504,505,2025-06-01,Product_6,11,135.01,1485.1
505,506,2025-06-27,Product_15,4,135.39,541.55
506,507,2025-06-12,Product_18,16,87.44,1399.1
507,508,2025-02-02,Product_32,17,48.04,816.71
508,509,2025-06-28,Product_11,9,109.94,989.42
509,510,2025-04-11,Product_20,6,91.25,547.51
510,511,2025-09-25,Product_24,20,151.71,3034.26
511,512,2025-11-19,Product_15,2,135.54,271.08
512,513,2025-03-06,Product_48,9,11.84,106.6
513,514,2025-06-17,Product_7,6,80.41,482.44
514,515,2025-11-26,Product_21,3,27.09,81.27
515,516,2025-02-12,Product_42,20,56.93,1138.68
516,517,2025-02-13,Product_26,6,150.1,900.61
517,518,2025-10-12,Product_44,7,87.29,611.04
518,519,2025-01-12,Product_14,1,180.24,180.24
519,520,2025-04-05,Product_37,1,130.55,130.55
520,521,2025-10-29,Product_21,5,26.51,132.57
521,522,2025-09-10,Product_18,6,77.62,465.75
522,523,2025-08-30,Product_5,13,143.08,1860.07
523,524,2025-02-04,Product_3,2,80.3,160.6
524,525,2025-08-03,Product_23,15,118.04,1770.66
525,526,2025-12-03,Product_26,15,155.66,2334.83
